f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,target
0.27820459602097986,0.15557946923063878,-3.1009222931602003,2.3887092461646633,0.6440456424563367,-0.033092915188373206,4.178116879529331,0.9660928553563207,-0.555789404699433,-4.113794620762227,-1.0707543763385026,4.29577813815089,1
0.7005953972771274,0.12345755616914253,0.3345462654899266,-1.3752263665044133,0.8868134626558005,-2.020607347041967,0.4592995685789678,-1.4345808609043489,-0.5617460086272742,-0.21202978486559146,-1.0895134082734554,-2.811117355446028,0
-0.16392597675551596,0.4022623446643774,-1.8350267008499541,1.0168251422112105,-0.69846788324685,-1.6844344187991314,0.7914217106458925,-0.46378437137810796,-0.7994364444971017,-2.9004213552353573,0.9492573018529092,2.169537689504521,1
0.3444449443505802,1.181221634220601,-1.739291829470143,-0.016461406877742224,-1.1519257613976637,-2.448005134816164,0.3761894025781076,0.7541879610324033,-0.7303735437581033,-3.4229979022819417,-0.09614428792448947,2.125477621453703,1
-1.82719593747126,-1.2209505709988706,-1.733074168377827,-1.1973253073447647,-1.67961891129123,-0.9234915367676436,-0.9998740458056237,-1.0425831535338261,-1.5198607924387453,0.5140485496665183,-1.335322538755505,-1.0696344020756707,0
0.02884889479318494,-0.3049812998483304,-1.3484429013579466,0.7172995162564402,0.9250547825084384,-2.4940452719596973,-1.2687673290699915,-0.40359333698691013,-0.09250616325731466,-0.7769451233708065,-0.20313204632342813,0.5307022924283201,1
-1.3283517915128675,0.16561512509672222,-0.5043350625964999,1.2360557678899786,1.0480328272223756,-1.2333674279786047,-0.6510481902482621,-0.2810231972760544,-0.3252258799799147,0.2989720182231962,1.3741358241501094,-0.6668082338753492,1
0.15319314055807765,1.38238274568994,2.042796564463861,0.6828936684984129,0.0408208372938641,-1.9872973152332107,-0.5902558658368159,0.8741698718964994,-0.5316620853638977,-0.729137774477113,-0.6665562312330459,-2.3283513470495727,1
1.0126922045509361,-0.40916506921394147,0.8948873492210412,-0.17160243352132176,1.4715864391993416,-1.4019384260810441,-0.4792492021668069,0.29445459730197204,0.6480459173709868,-0.10113191812124986,-0.5429757067720121,-0.9362473541449465,1
0.8530604560516108,1.1279249855168274,-1.0301028155307312,-2.0805131681755706,-1.4959247948019367,-0.5016925121485508,-1.6989502418270825,0.49941460793906933,-0.017734630765803765,0.27169646084089083,-0.40573650163225167,0.5975789966108909,0
-0.01568796675693795,-0.27110969264679446,3.436526854610218,-1.9709787291376144,3.2699394223517464,1.06295215880968,2.337094588015563,-0.3998226835954676,3.412374931788192,-0.9210388159740852,-1.4912278313904628,0.5588453309135595,0
-0.780043158149952,-0.604675181631919,-2.2711865202429773,0.5215677153384326,2.920637239787035,-3.0137559358995434,-2.3503851313008557,-0.812584514255267,0.479358608272359,1.02967940527768,2.240612120174282,-0.1795328969296428,1
0.9916463782608022,0.6010529350741034,0.19881675068848037,1.9059671799538827,2.833264687883668,-1.121838181582844,-1.524917211489479,-0.6827428448042349,0.5460207438144288,1.80959820763002,1.3867806572852113,-1.3568899309620275,1
-0.8709232698700103,-0.7447561567843887,-1.4033025874714429,-2.361587237019151,5.86089196595513,-5.442651972680181,0.8494353840517106,0.5799721710336103,1.6704092610764625,-1.7172956590787294,-0.052447699649119134,-1.3716592323597494,0
0.54286372035822,-0.027402290866503937,-1.3784381349050494,0.5434607033344718,1.8005546266344576,-1.33972874667729,2.843657920609357,-0.07493757172372349,0.37664680805416806,-3.1742204561418403,-0.34001979062345705,2.0932587562117364,1
-0.6298862375727151,0.3479160781208834,2.106338093362323,-1.111460158233034,4.594859474534765,0.040323676522266316,1.7418070640734582,1.8295625963212392,3.8412185057180372,-1.1457600516908482,1.780638599477708,1.7947789336894633,0
0.20541327045775085,1.2090863980140045,-1.4957164472464595,-1.065804462577192,-1.9404574421275171,-1.145026876983411,-2.392155333915005,-1.002109104633775,-1.48904105842785,1.2867603899841382,0.5931053993577392,-1.3936386899839386,0
-0.5850631713965995,1.1738420203667026,1.5056726075135798,-0.962696081161246,1.3464659771932772,-0.9158609877897006,3.020545516173595,-0.9777544010420485,0.4149661123875461,-2.3648207539353234,-1.051547558340161,-0.9204509107789511,0
2.5270104183286053,-0.3588263709435495,-5.52304130248442,3.8856416414755666,0.6600661063297737,0.39122536427680776,4.830225260746565,-0.7453933320377297,-1.1052496317605236,-4.538658265092125,0.8016051597263709,6.329950830001039,1
-0.6829351063151862,-0.3610871633868695,1.985051137198098,0.606152084610641,1.2165235346456953,0.8330596340987133,3.425273863839588,-0.07618761129101755,0.8096615640414161,-2.1960109096245146,-0.39506690612720935,0.48106461081782226,0
-0.03816958696642825,0.768116952430694,-1.4052309662140599,-0.891969907039344,-0.8498549734847697,-1.981372573942354,-0.8431361380270932,-0.8140712224921829,-0.7420949446285721,-0.9931414239267492,1.2330391334509456,0.1075813091173865,0
